SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
253994,1,Revolving loans,M,Y,Y,0,180000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-19541,-1893,-210.0,-3098,64.0,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Trade: type 7,,0.2954785111708109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
254191,1,Revolving loans,F,N,Y,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.019689,-8144,-92,-1543.0,-826,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,12,0,0,0,1,1,0,Business Entity Type 3,,0.6630750295314564,,0.067,,0.9781,,,0.0,0.1379,0.1667,,0.0188,,0.0406,,0.0745,0.0683,,0.9782,,,0.0,0.1379,0.1667,,0.0193,,0.0423,,0.0789,0.0677,,0.9781,,,0.0,0.1379,0.1667,,0.0192,,0.0413,,0.0761,,block of flats,0.0523,Block,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
254225,1,Revolving loans,F,Y,Y,2,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-11351,-1378,-2055.0,-4007,64.0,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,13,0,0,0,0,0,0,Agriculture,0.3014401256571113,0.0007204098767098423,0.3344541255096772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
254800,1,Revolving loans,M,Y,Y,2,117000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Married,With parents,0.025164,-13752,-4803,-4811.0,-4566,7.0,1,1,0,1,0,0,,4.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 1,,0.26525634018619443,0.18088797776707397,0.0839,0.0525,0.9896,0.8844,0.0333,0.064,0.069,0.3417,0.2638,0.0393,0.0768,0.0853,0.0013,0.0104,0.0756,0.0653,0.9876,0.8367,0.0,0.0806,0.069,0.3333,0.375,0.0148,0.0652,0.0651,0.0,0.0,0.0749,0.063,0.9876,0.8390000000000001,0.0389,0.08,0.069,0.3333,0.375,0.0147,0.0812,0.0793,0.0,0.005,reg oper account,block of flats,0.0502,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
255667,1,Revolving loans,F,N,Y,1,58500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-8389,-432,-631.0,-699,,1,1,0,1,0,0,Cooking staff,3.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.3704763555435022,0.596949626377637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
256766,1,Revolving loans,M,Y,Y,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.035792000000000004,-10879,-1156,-5294.0,-2031,2.0,1,1,0,1,1,0,Core staff,1.0,2,2,FRIDAY,18,0,0,0,0,0,0,Legal Services,0.4729868720415641,0.5528922765405544,,0.0052,0.0,0.9523,0.3472,0.0,0.0,0.0345,0.0,0.0417,0.0092,0.0042,0.004,0.0,0.0,0.0053,0.0,0.9523,0.3728,0.0,0.0,0.0345,0.0,0.0417,0.0095,0.0046,0.0042,0.0,0.0,0.0052,0.0,0.9523,0.3559,0.0,0.0,0.0345,0.0,0.0417,0.0094,0.0043,0.0041,0.0,0.0,not specified,terraced house,0.0032,"Stone, brick",No,7.0,0.0,7.0,0.0,-350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
256991,1,Revolving loans,F,N,Y,2,144000.0,360000.0,18000.0,360000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.001276,-15891,-247,-6103.0,-4784,,1,1,1,1,0,0,,4.0,2,2,MONDAY,9,0,0,0,0,0,0,Government,0.7431196293713699,0.3746325645176218,0.6413682574954046,0.0577,0.0699,0.9791,,,0.0,0.1379,0.1667,,0.0809,,0.0523,,0.0505,0.0588,0.0725,0.9791,,,0.0,0.1379,0.1667,,0.0828,,0.0544,,0.0534,0.0583,0.0699,0.9791,,,0.0,0.1379,0.1667,,0.0823,,0.0532,,0.0515,,block of flats,0.0518,"Stone, brick",No,0.0,0.0,0.0,0.0,-477.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
257190,1,Revolving loans,F,N,Y,1,81000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.011657,-8364,-948,-6377.0,-820,,1,1,0,1,0,0,Cleaning staff,2.0,1,1,FRIDAY,14,0,0,0,0,0,0,Government,,0.5763199534811089,0.33125086459090186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
257247,1,Revolving loans,M,Y,N,1,450000.0,900000.0,45000.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-13085,-125,-656.0,-4373,2.0,1,1,0,1,1,0,Managers,3.0,1,1,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6006899911131424,0.6769925032909132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
257259,1,Revolving loans,F,N,Y,0,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629,-22266,365243,-7613.0,-4602,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,5,0,0,0,0,0,0,XNA,,0.3946755621259256,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
257435,1,Revolving loans,F,N,Y,1,117000.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Lower secondary,Separated,House / apartment,0.032561,-14888,365243,-8991.0,-428,,1,0,0,1,0,0,,2.0,1,1,SATURDAY,17,0,0,0,0,0,0,XNA,0.5282326754674753,0.4865565612183859,,0.141,0.1071,0.9771,,,0.36,0.2241,0.1942,,,,0.0848,,,0.0945,0.10300000000000001,0.9772,,,0.3625,0.2069,0.1667,,,,0.0588,,,0.0937,0.0992,0.9771,,,0.36,0.2069,0.1667,,,,0.0575,,,,block of flats,0.2691,Panel,No,,,,,-376.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
258050,1,Revolving loans,F,Y,Y,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-8669,-345,-8651.0,-1333,8.0,1,1,0,1,0,1,,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Other,0.22252850727094275,0.274141205878038,0.09022093929076848,0.5619,0.3333,0.9816,0.7484,0.1249,0.6,0.5172,0.3333,0.0,0.3589,0.4514,0.5998,0.0309,0.0124,0.5725,0.3459,0.9816,0.7583,0.126,0.6042,0.5172,0.3333,0.0,0.3671,0.4931,0.6249,0.0311,0.0132,0.5673,0.3333,0.9816,0.7518,0.1257,0.6,0.5172,0.3333,0.0,0.3651,0.4592,0.6106,0.0311,0.0127,reg oper account,block of flats,0.5985,Panel,No,0.0,0.0,0.0,0.0,-295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
258187,1,Revolving loans,M,N,N,0,126000.0,270000.0,13500.0,270000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-18952,-773,-5313.0,-2119,,1,1,0,1,0,1,Laborers,2.0,2,2,THURSDAY,12,0,1,1,1,1,1,Business Entity Type 3,,0.4720950735085165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
258359,1,Revolving loans,F,Y,Y,1,171000.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.008625,-16726,-1552,-9476.0,-269,1.0,1,1,0,1,0,0,Core staff,3.0,2,2,FRIDAY,12,0,0,0,0,1,1,Government,0.4493740136990375,0.6484901722127338,0.18303516721781032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
258722,1,Revolving loans,M,N,Y,0,135000.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.008068,-22908,365243,-4666.0,-4518,,1,0,0,1,0,0,,1.0,3,3,MONDAY,5,1,0,0,1,0,0,XNA,,0.002597798760962817,0.4740512892789932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
258918,1,Revolving loans,M,Y,N,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-13031,-3180,-1893.0,-4248,17.0,1,1,0,1,0,0,Laborers,3.0,3,3,FRIDAY,6,0,0,0,0,0,0,Business Entity Type 3,0.08894584057106686,0.09399137961794744,0.5406544504453575,0.0773,0.0909,0.9866,0.8164,0.0136,0.0,0.1724,0.1667,0.2083,0.071,0.063,0.0767,0.0,0.0,0.0788,0.0944,0.9866,0.8236,0.0137,0.0,0.1724,0.1667,0.2083,0.0726,0.0689,0.0799,0.0,0.0,0.0781,0.0909,0.9866,0.8189,0.0137,0.0,0.1724,0.1667,0.2083,0.0723,0.0641,0.0781,0.0,0.0,reg oper account,block of flats,0.0678,Panel,No,3.0,2.0,3.0,0.0,-1577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259781,1,Revolving loans,M,N,Y,1,157500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,-12336,-1223,-2440.0,-3934,,1,1,0,0,0,0,,3.0,2,2,MONDAY,9,0,0,0,1,0,1,Business Entity Type 3,0.5000536466796351,0.4972629961801156,0.1654074596555436,0.0619,0.0605,0.9811,0.7416,0.0284,0.0,0.1379,0.1667,0.2083,0.0262,0.0504,0.0521,0.0,0.0,0.063,0.0627,0.9811,0.7517,0.0287,0.0,0.1379,0.1667,0.2083,0.0268,0.0551,0.0543,0.0,0.0,0.0625,0.0605,0.9811,0.7451,0.0286,0.0,0.1379,0.1667,0.2083,0.0266,0.0513,0.053,0.0,0.0,reg oper spec account,block of flats,0.0565,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259817,1,Revolving loans,M,N,Y,1,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-11919,-1261,-507.0,-535,,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,10,0,0,0,0,0,0,Agriculture,0.13296023263568751,0.6243560260146913,0.06643917173404808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-503.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259907,1,Revolving loans,F,N,Y,0,85500.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-19573,-8492,-8653.0,-3095,,1,1,1,1,1,0,Cleaning staff,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Government,,0.3402682299861524,,0.0412,0.053,0.9727,0.626,0.0358,0.0,0.1379,0.125,0.1667,0.0905,0.0336,0.0473,0.0,0.0,0.042,0.055,0.9727,0.6406,0.0361,0.0,0.1379,0.125,0.1667,0.0926,0.0367,0.0493,0.0,0.0,0.0416,0.053,0.9727,0.631,0.036000000000000004,0.0,0.1379,0.125,0.1667,0.0921,0.0342,0.0482,0.0,0.0,reg oper account,block of flats,0.0557,"Stone, brick",No,7.0,0.0,7.0,0.0,-1073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
260069,1,Revolving loans,M,N,Y,0,180000.0,450000.0,22500.0,450000.0,Family,Working,Higher education,Married,House / apartment,0.025164,-15014,-1179,-3335.0,-4590,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.1915258625230554,0.2276129150623945,0.0495,0.0476,0.9737,,,0.0,0.1379,0.125,,0.0305,,0.0293,,0.0392,0.0504,0.0494,0.9737,,,0.0,0.1379,0.125,,0.0312,,0.0305,,0.0415,0.05,0.0476,0.9737,,,0.0,0.1379,0.125,,0.031,,0.0298,,0.04,,block of flats,0.0316,"Stone, brick",No,0.0,0.0,0.0,0.0,-250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
260136,1,Revolving loans,F,N,N,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,With parents,0.019101,-8316,-594,-1869.0,-527,,1,1,0,1,0,0,Medicine staff,2.0,2,2,MONDAY,14,0,0,0,1,1,0,Medicine,,0.2288408705385319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
260376,1,Revolving loans,M,N,Y,0,360000.0,360000.0,18000.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22990,365243,-3681.0,-3991,,1,0,0,1,0,0,,2.0,3,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.4173692177009911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,1.0,-1121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
260550,1,Revolving loans,M,N,Y,0,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-11609,-194,-1540.0,-4167,,1,1,0,1,0,0,Laborers,2.0,3,3,FRIDAY,14,0,0,0,1,1,0,Construction,,0.09512406477492226,0.6144143775673561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
260939,1,Revolving loans,F,N,Y,2,112500.0,315000.0,15750.0,315000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.006233,-12752,-1151,-5030.0,-1038,,1,1,1,1,1,0,,4.0,2,2,SUNDAY,16,0,0,0,0,0,0,School,0.5052091033461968,0.6800928602625738,0.3123653692278984,0.0742,0.0,0.9846,,,0.08,0.069,0.3333,,0.0451,,0.0757,,0.0,0.0756,0.0,0.9846,,,0.0806,0.069,0.3333,,0.0461,,0.0789,,0.0,0.0749,0.0,0.9846,,,0.08,0.069,0.3333,,0.0459,,0.0771,,0.0,,block of flats,0.0596,Panel,No,2.0,0.0,2.0,0.0,-541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260952,1,Revolving loans,M,N,Y,0,81000.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.005084,-14491,-178,-14140.0,-2609,,1,1,1,1,1,0,Laborers,2.0,2,2,SUNDAY,13,0,0,0,0,0,0,Construction,0.14874427635237733,0.4921028761669421,,0.2216,0.16699999999999998,0.9806,0.7348,,0.24,0.2069,0.3333,,0.0354,,0.1455,,,0.2258,0.1733,0.9806,0.7452,,0.2417,0.2069,0.3333,,0.0363,,0.1515,,,0.2238,0.16699999999999998,0.9806,0.7383,,0.24,0.2069,0.3333,,0.0361,,0.1481,,,reg oper account,block of flats,0.1923,Panel,No,0.0,0.0,0.0,0.0,-404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
261017,1,Revolving loans,F,N,Y,0,297000.0,900000.0,45000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-16863,-276,-250.0,-417,,1,1,0,1,1,0,Security staff,2.0,1,1,TUESDAY,13,0,1,1,0,0,0,Business Entity Type 3,,0.6032678079788225,0.4561097392782771,0.0464,0.045,0.9752,,,0.0,0.1034,0.1667,,,,0.0373,,,0.0473,0.0467,0.9752,,,0.0,0.1034,0.1667,,,,0.0388,,,0.0468,0.045,0.9752,,,0.0,0.1034,0.1667,,,,0.0379,,,,block of flats,0.039,Panel,No,0.0,0.0,0.0,0.0,-546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
261113,1,Revolving loans,F,N,Y,0,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,-19326,-2432,-4630.0,-2871,,1,1,0,1,0,0,Managers,1.0,2,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.7029668279263445,0.6061688368959728,0.24988506275045536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
261272,1,Revolving loans,F,Y,Y,2,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-13679,-111,-2345.0,-3834,1.0,1,1,0,1,0,0,Cleaning staff,4.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Trade: type 3,,0.31757418839099005,0.646329897706246,0.0124,0.011000000000000001,0.9801,0.728,0.0054,0.0,0.069,0.1667,0.2083,0.0176,0.0101,0.0688,0.0,0.0,0.0126,0.0114,0.9801,0.7387,0.0055,0.0,0.069,0.1667,0.2083,0.018000000000000002,0.011000000000000001,0.0717,0.0,0.0,0.0125,0.011000000000000001,0.9801,0.7316,0.0055,0.0,0.069,0.1667,0.2083,0.0179,0.0103,0.07,0.0,0.0,reg oper account,block of flats,0.0615,"Stone, brick",No,0.0,0.0,0.0,0.0,-145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
261295,1,Revolving loans,F,N,Y,0,832500.0,900000.0,45000.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.04622,-20600,-5767,-7345.0,-4151,,1,1,0,1,1,1,Security staff,1.0,1,1,THURSDAY,12,0,0,0,0,1,1,Business Entity Type 1,0.7161846586946033,0.677666375076491,0.3185955240537633,0.0825,,0.9762,,,0.0,0.1379,0.1667,,0.0101,,0.0337,,0.0,0.084,,0.9762,,,0.0,0.1379,0.1667,,0.0103,,0.0351,,0.0,0.0833,,0.9762,,,0.0,0.1379,0.1667,,0.0103,,0.0343,,0.0,,block of flats,0.0444,Panel,No,3.0,0.0,3.0,0.0,-1457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
261400,1,Revolving loans,F,N,Y,0,202500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-18056,-125,-2393.0,-1600,,1,1,1,1,1,0,Core staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Insurance,,0.11846315876140955,0.3233112448967859,0.1144,0.0452,0.9821,,,0.0,0.2069,0.2083,,,,0.0989,,0.0163,0.1166,0.0469,0.9821,,,0.0,0.2069,0.2083,,,,0.1031,,0.0172,0.1155,0.0452,0.9821,,,0.0,0.2069,0.2083,,,,0.1007,,0.0166,,,0.0778,"Stone, brick",No,0.0,0.0,0.0,0.0,-94.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
261586,1,Revolving loans,F,N,Y,0,180000.0,585000.0,29250.0,585000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00963,-19953,-4114,-7480.0,-3079,,1,1,0,1,0,0,Accountants,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Other,0.6431247823781081,0.4637327009495274,0.6479768603302221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
261657,1,Revolving loans,M,N,Y,0,67500.0,135000.0,6750.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006852,-13518,-1419,-7418.0,-4107,,1,1,0,0,0,0,Core staff,1.0,3,3,MONDAY,7,0,0,0,0,0,0,Police,,0.3473474919012561,,0.1175,0.1215,0.9831,0.762,0.0405,0.0,0.2069,0.1667,0.2083,0.0861,0.0925,0.1172,0.0154,0.0205,0.1197,0.1261,0.9831,0.7713,0.0409,0.0,0.2069,0.1667,0.2083,0.0881,0.10099999999999999,0.1221,0.0156,0.0217,0.1187,0.1215,0.9831,0.7652,0.0408,0.0,0.2069,0.1667,0.2083,0.0876,0.0941,0.1193,0.0155,0.0209,not specified,block of flats,0.1188,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
