,AGE
35655,49
35656,34
35657,55
35658,58
35659,26
35660,37
35661,54
35662,38
35663,51
35664,52
35665,58
35666,62
35667,37
35668,36
35669,52
35670,46
35671,43
35672,37
35673,36
35674,47
35675,33
35676,30
35677,48
35678,33
35679,50
35680,60
35681,31
35682,61
35683,33
35684,31
35685,37
35686,62
35687,47
35688,35
35689,43
35690,58
35691,54
35692,35
35693,41
35694,44
35695,48
35696,49
35697,28
35698,58
35699,40
35700,34
35701,38
35702,47
35703,33
35704,50
35705,35
35706,47
35707,34
35708,46
35709,30
35710,59
35711,30
35712,30
35713,62
35714,42
35715,42
35716,61
35717,36
35718,54
35719,56
35720,37
35721,25
35722,47
35723,43
35724,30
35725,63
35726,63
35727,49
35728,40
35729,31
35730,32
35731,22
35732,41
35733,46
35734,44
35735,28
35736,35
35737,48
35738,33
35739,62
35740,36
35741,55
35742,59
35743,34
35744,34
35745,52
35746,64
35747,33
35748,56
35749,32
35750,42
35751,42
35752,59
35753,56
35754,32
35755,33
35756,27
35757,61
35758,43
35759,51
35760,53
35761,61
35762,54
35763,52
35764,28
35765,31
35766,25
35767,31
35768,62
35769,29
35770,53
35771,49
35772,39
35773,37
35774,55
35775,54
35776,41
35777,52
35778,38
35779,52
35780,52
35781,60
35782,47
35783,46
35784,30
35785,37
35786,67
35787,30
35788,37
35789,41
35790,35
35791,61
35792,51
35793,47
35794,63
35795,38
35796,53
35797,57
35798,23
35799,61
35800,42
35801,51
35802,60
35803,55
35804,40
35805,43
35806,36
35807,57
35808,53
35809,45
35810,57
35811,58
35812,27
35813,38
35814,27
35815,47
35816,32
35817,61
35818,58
35819,65
35820,45
35821,28
35822,26
35823,30
35824,52
35825,40
35826,58
35827,51
35828,30
35829,59
35830,27
35831,40
35832,43
35833,24
35834,64
35835,44
35836,53
35837,29
35838,22
35839,51
35840,30
35841,25
35842,66
35843,50
35844,35
35845,29
35846,42
35847,41
35848,23
35849,53
35850,56
35851,53
35852,64
35853,64
35854,33
35855,56
35856,29
35857,43
35858,33
35859,43
35860,47
35861,42
35862,45
35863,27
35864,43
35865,54
35866,53
35867,34
35868,35
35869,50
35870,30
35871,64
35872,58
35873,54
35874,27
35875,33
35876,53
35877,65
35878,37
35879,43
35880,46
35881,42
35882,37
35883,54
35884,50
35885,62
35886,28
35887,47
35888,59
35889,51
35890,56
35891,24
35892,57
35893,26
35894,26
35895,38
35896,43
35897,39
35898,30
35899,46
35900,46
35901,51
35902,51
35903,30
35904,45
35905,35
35906,34
35907,50
35908,58
35909,56
35910,50
35911,28
35912,35
35913,54
35914,38
35915,30
35916,50
35917,24
35918,66
35919,35
35920,63
35921,22
35922,28
35923,46
35924,60
35925,42
35926,38
35927,61
35928,47
35929,43
35930,24
35931,36
35932,62
35933,29
35934,43
35935,54
35936,57
35937,42
35938,43
35939,58
35940,61
35941,23
35942,52
35943,37
35944,37
35945,53
35946,33
35947,42
35948,59
35949,58
35950,52
35951,60
35952,46
35953,55
35954,44
35955,57
35956,21
35957,30
35958,60
35959,58
35960,59
35961,22
35962,51
35963,23
35964,35
35965,25
35966,25
35967,66
35968,22
35969,57
35970,62
35971,60
35972,39
35973,33
35974,28
35975,36
35976,41
35977,37
35978,27
35979,31
35980,45
35981,49
35982,42
35983,41
35984,52
35985,46
35986,54
35987,55
35988,60
35989,30
35990,36
35991,29
35992,59
35993,56
35994,49
35995,36
35996,61
35997,45
35998,22
35999,51
36000,23
36001,34
36002,27
36003,45
36004,37
36005,39
36006,34
36007,22
36008,57
36009,45
36010,33
36011,32
36012,30
36013,65
36014,56
36015,33
36016,29
36017,57
36018,52
36019,31
36020,52
36021,54
36022,50
36023,46
36024,57
36025,22
36026,63
36027,50
36028,65
36029,55
36030,46
36031,56
36032,59
36033,53
36034,65
36035,54
36036,55
36037,43
36038,42
36039,50
36040,50
36041,46
36042,43
36043,31
36044,34
36045,53
36046,40
36047,41
36048,38
36049,68
36050,49
36051,53
36052,36
36053,43
36054,41
36055,36
36056,26
36057,31
36058,58
36059,52
36060,45
36061,59
36062,46
36063,57
36064,30
36065,47
36066,24
36067,52
36068,42
36069,52
36070,33
36071,45
36072,53
36073,54
36074,63
36075,56
36076,33
36077,43
36078,49
36079,50
36080,53
36081,39
36082,38
36083,59
36084,55
36085,44
36086,59
36087,49
36088,62
36089,36
36090,50
36091,36
36092,26
36093,46
36094,40
36095,56
36096,54
36097,52
36098,22
36099,43
36100,21
36101,68
36102,58
36103,29
36104,58
36105,60
36106,49
36107,30
36108,43
36109,29
36110,45
36111,42
36112,27
36113,39
36114,49
36115,46
36116,31
36117,58
36118,56
36119,61
36120,45
36121,23
36122,44
36123,59
36124,37
36125,57
36126,23
36127,38
36128,34
36129,44
36130,24
36131,31
36132,59
36133,42
36134,57
36135,32
36136,67
36137,39
36138,63
36139,59
36140,34
36141,31
36142,39
36143,61
36144,32
36145,63
36146,64
36147,37
36148,62
36149,26
36150,37
36151,53
36152,45
36153,42
36154,41
36155,35
36156,58
36157,56
36158,38
36159,43
36160,60
36161,47
36162,36
36163,49
36164,32
36165,34
36166,27
36167,57
36168,23
36169,39
36170,42
36171,51
36172,25
36173,54
36174,31
36175,31
36176,62
36177,60
36178,28
36179,36
36180,35
36181,30
36182,49
36183,33
36184,45
36185,45
36186,25
36187,32
36188,65
36189,56
36190,35
36191,52
36192,59
36193,56
36194,42
36195,23
36196,29
36197,60
36198,58
36199,34
36200,47
36201,29
36202,58
36203,31
36204,38
36205,37
36206,39
36207,58
36208,58
36209,58
36210,36
36211,51
36212,50
36213,49
36214,32
36215,62
36216,57
36217,56
36218,47
36219,28
36220,53
36221,28
36222,22
36223,43
36224,28
36225,56
36226,41
36227,57
36228,27
36229,41
36230,38
36231,59
36232,32
36233,47
36234,28
36235,40
36236,29
36237,47
36238,24
36239,42
36240,39
36241,62
36242,39
36243,47
36244,48
36245,28
36246,30
36247,47
36248,38
36249,26
36250,55
36251,28
36252,63
36253,62
36254,42
36255,42
36256,58
36257,39
36258,40
36259,47
36260,47
36261,64
36262,38
36263,35
36264,29
36265,42
36266,35
36267,61
36268,56
36269,41
36270,24
36271,36
36272,29
36273,51
36274,36
36275,37
36276,51
36277,41
36278,56
36279,39
36280,21
36281,47
36282,40
36283,30
36284,32
36285,45
36286,31
36287,66
36288,46
36289,40
36290,46
36291,47
36292,63
36293,33
36294,53
36295,35
36296,48
36297,46
36298,49
36299,35
36300,33
36301,67
36302,54
36303,40
36304,41
36305,49
36306,41
36307,57
36308,59
36309,43
36310,53
36311,58
36312,53
36313,52
36314,39
36315,64
36316,26
36317,23
36318,54
36319,55
36320,46
36321,40
36322,48
36323,53
36324,56
36325,37
36326,23
36327,32
36328,57
36329,24
36330,46
36331,34
36332,67
36333,24
36334,32
36335,44
36336,47
36337,38
36338,44
36339,25
36340,25
36341,47
36342,28
36343,36
36344,52
36345,37
36346,38
36347,37
36348,58
36349,43
36350,36
36351,32
36352,38
36353,51
36354,54
36355,49
36356,31
36357,37
36358,37
36359,33
36360,65
36361,66
36362,35
36363,35
36364,40
36365,51
36366,59
36367,50
36368,37
36369,26
36370,36
36371,62
36372,46
36373,27
36374,66
36375,53
36376,24
36377,60
36378,25
36379,50
36380,58
36381,55
36382,39
36383,41
36384,62
36385,42
36386,42
36387,38
36388,43
36389,53
36390,53
36391,34
36392,27
36393,55
36394,36
36395,45
36396,33
36397,45
36398,33
36399,53
36400,60
36401,49
36402,44
36403,29
36404,48
36405,64
36406,24
36407,53
36408,51
36409,50
36410,28
36411,33
36412,41
36413,56
36414,31
36415,45
36416,52
36417,29
36418,49
36419,30
36420,41
36421,46
36422,41
36423,21
36424,44
36425,39
36426,49
36427,54
36428,33
36429,23
36430,26
36431,64
36432,58
36433,54
36434,26
36435,49
36436,59
36437,47
36438,43
36439,53
36440,53
36441,62
36442,39
36443,44
36444,61
36445,45
36446,63
36447,40
36448,27
36449,55
36450,24
36451,49
36452,65
36453,60
36454,34
36455,53
36456,36
36457,21
36458,63
36459,29
36460,59
36461,27
36462,29
36463,49
36464,27
36465,57
36466,25
36467,48
36468,36
36469,37
36470,47
36471,46
36472,46
36473,34
36474,48
36475,33
36476,29
36477,34
36478,23
36479,44
36480,59
36481,35
36482,46
36483,67
36484,65
36485,30
36486,63
36487,44
36488,68
36489,62
36490,37
36491,27
36492,30
36493,33
36494,53
36495,52
36496,32
36497,54
36498,60
36499,34
36500,56
36501,48
36502,22
36503,65
36504,47
36505,27
36506,24
36507,47
36508,42
36509,57
36510,28
36511,65
36512,49
36513,38
36514,53
36515,33
36516,27
36517,50
36518,22
36519,50
36520,50
36521,60
36522,36
36523,47
36524,55
36525,52
36526,40
36527,62
36528,31
36529,42
36530,43
36531,40
36532,29
36533,54
36534,53
36535,34
36536,23
36537,59
36538,25
36539,38
36540,27
36541,62
36542,51
36543,27
36544,35
36545,47
36546,54
36547,44
36548,25
36549,56
36550,43
36551,58
36552,30
36553,41
36554,27
36555,51
36556,45
36557,27
36558,32
36559,30
36560,43
36561,36
36562,29
36563,35
36564,49
36565,40
36566,32
36567,63
36568,32
36569,41
36570,39
36571,33
36572,67
36573,38
36574,29
36575,33
36576,54
36577,55
36578,28
36579,48
36580,51
36581,35
36582,49
36583,59
36584,28
36585,35
36586,60
36587,33
36588,22
36589,57
36590,45
36591,53
36592,48
36593,64
36594,34
36595,53
36596,62
36597,51
36598,58
36599,48
36600,37
36601,27
36602,47
36603,58
36604,23
36605,56
36606,28
36607,35
36608,31
36609,37
36610,32
36611,63
36612,36
36613,30
36614,46
36615,51
36616,38
36617,44
36618,28
36619,59
36620,41
36621,41
36622,39
36623,28
36624,63
36625,57
36626,37
36627,34
36628,47
36629,33
36630,37
36631,34
36632,45
36633,41
36634,51
36635,52
36636,49
36637,44
36638,53
36639,30
36640,31
36641,53
36642,53
36643,46
36644,49
36645,63
36646,33
36647,61
36648,40
36649,38
36650,62
36651,43
36652,39
36653,31
36654,22
36655,66
36656,65
36657,39
36658,34
36659,60
36660,38
36661,55
36662,28
36663,46
36664,28
36665,37
36666,58
36667,31
36668,59
36669,35
36670,38
36671,42
36672,59
36673,55
36674,50
36675,39
36676,41
36677,39
36678,51
36679,67
36680,40
36681,31
36682,52
36683,58
36684,33
36685,49
36686,50
36687,37
36688,36
36689,45
36690,58
36691,62
36692,44
36693,45
36694,36
36695,28
36696,29
36697,40
36698,53
36699,59
36700,37
36701,44
36702,34
36703,32
36704,46
36705,44
36706,40
36707,51
36708,54
36709,53
36710,30
36711,41
36712,38
36713,43
36714,64
36715,31
36716,28
36717,22
36718,56
36719,46
36720,47
36721,37
36722,53
36723,43
36724,56
36725,24
36726,42
36727,38
36728,36
36729,32
36730,62
36731,33
36732,64
36733,61
36734,45
36735,41
36736,47
36737,38
36738,60
36739,29
36740,38
36741,33
36742,40
36743,59
36744,67
36745,38
36746,37
36747,32
36748,44
36749,38
36750,36
36751,46
36752,35
36753,43
36754,43
36755,47
36756,49
36757,51
36758,47
36759,51
36760,49
36761,22
36762,36
36763,27
36764,64
36765,59
36766,56
36767,49
36768,21
36769,62
36770,39
36771,34
36772,36
36773,49
36774,36
36775,23
36776,61
36777,58
36778,43
36779,46
36780,42
36781,31
36782,28
36783,38
36784,67
36785,36
36786,54
36787,37
36788,41
36789,57
36790,38
36791,52
36792,58
36793,60
36794,47
36795,61
36796,52
36797,67
36798,52
36799,67
36800,45
36801,37
36802,62
36803,34
36804,32
36805,22
36806,27
36807,37
36808,30
36809,40
36810,52
36811,23
36812,68
36813,56
36814,45
36815,52
36816,39
36817,29
36818,61
36819,22
36820,61
36821,27
36822,47
36823,37
36824,45
36825,34
36826,41
36827,42
36828,27
36829,66
36830,40
36831,58
36832,48
36833,49
36834,46
36835,32
36836,31
36837,47
36838,62
36839,56
36840,39
36841,42
36842,26
36843,67
36844,36
36845,46
36846,49
36847,42
36848,62
36849,52
36850,48
36851,26
36852,37
36853,37
36854,31
36855,55
36856,55
36857,63
36858,67
36859,32
36860,24
36861,29
36862,31
36863,31
36864,37
36865,45
36866,62
36867,22
36868,34
36869,42
36870,49
36871,28
36872,52
36873,33
36874,37
36875,41
36876,39
36877,55
36878,31
36879,29
36880,54
36881,48
36882,55
36883,35
36884,45
36885,34
36886,51
36887,37
36888,36
36889,47
36890,36
36891,43
36892,46
36893,38
36894,62
36895,52
36896,53
36897,40
36898,56
36899,24
36900,39
36901,51
36902,40
36903,55
36904,54
36905,53
36906,65
36907,64
36908,59
36909,37
36910,52
36911,56
36912,31
36913,43
36914,48
36915,39
36916,30
36917,31
36918,28
36919,56
36920,52
36921,23
36922,39
36923,37
36924,32
36925,67
36926,60
36927,49
36928,46
36929,65
36930,33
36931,25
36932,35
36933,38
36934,57
36935,42
36936,43
36937,28
36938,46
36939,33
36940,46
36941,29
36942,35
36943,34
36944,26
36945,40
36946,43
36947,23
36948,45
36949,34
36950,64
36951,43
36952,37
36953,35
36954,35
36955,63
36956,33
36957,32
36958,56
36959,54
36960,49
36961,47
36962,34
36963,22
36964,48
36965,57
36966,45
36967,61
36968,38
36969,44
36970,42
36971,40
36972,58
36973,65
36974,33
36975,47
36976,60
36977,64
36978,51
36979,50
36980,58
36981,43
36982,64
36983,59
36984,42
36985,64
36986,39
36987,53
36988,47
36989,34
36990,35
36991,45
36992,37
36993,34
36994,57
36995,35
36996,47
36997,25
36998,45
36999,51
37000,45
37001,27
37002,35
37003,42
37004,63
37005,54
37006,47
37007,42
37008,34
37009,32
37010,30
37011,55
37012,58
37013,27
37014,36
37015,42
37016,34
37017,39
37018,56
37019,48
37020,37
37021,64
37022,24
37023,34
37024,35
37025,42
37026,48
37027,58
37028,36
37029,23
37030,30
37031,39
37032,30
37033,57
37034,32
37035,46
37036,31
37037,59
37038,29
37039,41
37040,32
37041,43
37042,58
37043,55
37044,32
37045,54
37046,43
37047,56
37048,50
37049,28
37050,51
37051,56
37052,57
37053,61
37054,65
37055,41
37056,41
37057,59
37058,28
37059,43
37060,57
37061,61
37062,27
37063,39
37064,44
37065,62
37066,51
37067,41
37068,63
37069,43
37070,37
37071,36
37072,35
37073,55
37074,58
37075,63
37076,34
37077,36
37078,35
37079,52
37080,36
37081,65
37082,56
37083,57
37084,60
37085,39
37086,36
37087,39
37088,49
37089,37
37090,32
37091,47
37092,50
37093,45
37094,35
37095,26
37096,33
37097,53
37098,42
37099,61
37100,27
37101,53
37102,62
37103,23
37104,57
37105,41
37106,61
37107,38
37108,54
37109,27
37110,43
37111,28
37112,52
37113,35
37114,44
37115,31
37116,62
37117,34
37118,57
37119,55
37120,40
37121,30
37122,54
37123,23
37124,52
37125,33
37126,38
37127,25
37128,43
37129,36
37130,44
37131,59
37132,50
37133,64
37134,43
37135,36
37136,59
37137,47
37138,53
37139,53
37140,60
37141,54
37142,35
37143,40
37144,47
37145,23
37146,27
37147,52
37148,58
37149,37
37150,45
37151,62
37152,56
37153,63
37154,56
37155,64
37156,43
37157,32
37158,43
37159,44
37160,51
37161,57
37162,66
37163,55
37164,35
37165,30
37166,32
37167,36
37168,53
37169,55
37170,56
37171,39
37172,48
37173,32
37174,51
37175,24
37176,27
37177,53
37178,33
37179,53
37180,49
37181,37
37182,45
37183,59
37184,51
37185,31
37186,42
37187,48
37188,54
37189,45
37190,46
37191,43
37192,27
37193,27
37194,33
37195,47
37196,44
37197,40
37198,64
37199,62
37200,42
37201,41
37202,64
37203,42
37204,33
37205,22
37206,45
37207,41
37208,44
37209,53
37210,43
37211,57
37212,41
37213,41
37214,57
37215,60
37216,38
37217,55
37218,32
37219,30
37220,47
37221,32
37222,34
37223,27
37224,48
37225,60
37226,53
37227,53
37228,36
37229,44
37230,56
37231,59
37232,45
37233,58
37234,37
37235,45
37236,50
37237,35
37238,52
37239,56
37240,45
37241,29
37242,41
37243,23
37244,56
37245,27
37246,50
37247,49
37248,51
37249,40
37250,48
37251,31
37252,55
37253,22
37254,42
37255,66
37256,38
37257,34
37258,29
37259,54
37260,47
37261,62
37262,27
37263,50
37264,28
37265,58
37266,40
37267,57
37268,43
37269,43
37270,42
37271,37
37272,58
37273,24
37274,29
37275,63
37276,34
37277,43
37278,55
37279,47
37280,61
37281,43
37282,47
37283,30
37284,37
37285,35
37286,25
37287,34
37288,59
37289,33
37290,61
37291,36
37292,35
37293,59
37294,43
37295,43
37296,58
37297,58
37298,48
37299,25
37300,33
37301,30
37302,58
37303,24
37304,67
37305,38
37306,54
37307,63
37308,46
37309,38
37310,26
37311,44
37312,63
37313,42
37314,55
37315,28
37316,46
37317,30
37318,42
37319,39
37320,39
37321,30
37322,35
37323,49
37324,32
37325,45
37326,47
37327,57
37328,51
37329,30
37330,27
37331,66
37332,40
37333,39
37334,62
37335,37
37336,52
37337,59
37338,55
37339,52
37340,50
37341,31
37342,49
37343,43
37344,47
37345,61
37346,51
37347,51
37348,60
37349,50
37350,33
37351,49
37352,45
37353,34
37354,63
37355,35
37356,59
37357,39
37358,37
37359,64
37360,36
37361,42
37362,50
37363,28
37364,36
37365,32
37366,40
37367,56
37368,60
37369,30
37370,61
37371,57
37372,55
37373,41
37374,27
37375,57
37376,49
37377,49
37378,40
37379,26
37380,52
37381,31
37382,23
37383,43
37384,51
37385,45
37386,38
37387,31
37388,38
37389,50
37390,43
37391,52
37392,42
37393,29
37394,38
37395,43
37396,52
37397,27
37398,43
37399,65
37400,47
37401,36
37402,39
37403,63
37404,47
37405,53
37406,59
37407,40
37408,60
37409,24
37410,39
37411,46
37412,53
37413,53
37414,57
37415,62
37416,39
37417,24
37418,55
37419,31
37420,54
37421,35
37422,53
37423,53
37424,43
37425,31
37426,31
37427,35
37428,47
37429,56
37430,25
37431,51
37432,47
37433,54
37434,50
37435,59
37436,52
37437,33
37438,27
37439,52
37440,29
37441,32
37442,27
37443,45
37444,55
37445,48
37446,38
37447,56
37448,25
37449,35
37450,56
37451,49
37452,55
37453,40
37454,32
37455,40
37456,45
37457,44
37458,40
37459,37
37460,33
37461,35
37462,36
37463,51
37464,54
37465,56
37466,44
37467,42
37468,56
37469,33
37470,61
37471,48
37472,36
37473,29
37474,37
37475,44
37476,55
37477,27
37478,47
37479,40
37480,31
37481,30
37482,54
37483,38
37484,51
37485,54
37486,28
37487,30
37488,55
37489,54
37490,25
37491,51
37492,66
37493,66
37494,44
37495,43
37496,34
37497,34
37498,25
37499,50
37500,36
37501,66
37502,52
37503,25
37504,33
37505,34
37506,51
37507,47
37508,40
37509,49
37510,27
37511,25
37512,33
37513,54
37514,22
37515,51
37516,38
37517,54
37518,36
37519,62
37520,56
37521,48
37522,58
37523,48
37524,44
37525,28
37526,59
37527,35
37528,39
37529,35
37530,43
37531,47
37532,58
37533,21
37534,23
37535,53
37536,36
37537,60
37538,29
37539,60
37540,23
37541,39
37542,23
37543,27
37544,23
37545,64
37546,38
37547,61
37548,61
37549,28
37550,39
37551,42
37552,63
37553,39
37554,31
37555,68
37556,51
37557,66
37558,21
37559,37
37560,47
37561,56
37562,28
37563,30
37564,50
37565,22
37566,35
37567,30
37568,28
37569,54
37570,24
37571,40
37572,32
37573,64
37574,37
37575,26
37576,40
37577,51
37578,26
37579,49
37580,51
37581,60
37582,33
37583,24
37584,31
37585,41
37586,33
37587,38
37588,60
37589,21
37590,36
37591,32
37592,31
37593,39
37594,50
37595,62
37596,26
37597,44
37598,29
37599,30
37600,43
37601,48
37602,47
37603,57
37604,41
37605,66
37606,43
37607,41
37608,60
37609,53
37610,35
37611,30
37612,43
37613,27
37614,38
37615,43
37616,51
37617,54
37618,42
37619,41
37620,33
37621,27
37622,62
37623,47
37624,60
37625,34
37626,34
37627,65
37628,34
37629,32
37630,34
37631,24
37632,51
37633,22
37634,43
37635,57
37636,28
37637,62
37638,44
37639,36
37640,27
37641,37
37642,38
37643,46
37644,37
37645,44
37646,42
37647,22
37648,27
37649,46
37650,36
37651,49
37652,48
37653,51
37654,51
37655,44
37656,44
37657,45
37658,49
37659,22
37660,44
37661,35
37662,28
37663,38
37664,37
37665,62
37666,41
37667,46
37668,37
37669,32
37670,42
37671,51
37672,55
37673,48
37674,43
37675,52
37676,34
37677,51
37678,29
37679,45
37680,40
37681,58
37682,45
37683,55
37684,34
37685,38
37686,31
37687,32
37688,26
37689,53
37690,44
37691,46
37692,53
37693,53
37694,37
37695,52
37696,59
37697,56
37698,28
37699,50
37700,67
37701,52
37702,33
37703,36
37704,60
37705,43
37706,52
37707,50
37708,36
37709,31
37710,60
37711,31
37712,59
37713,30
37714,45
37715,32
37716,40
37717,53
37718,36
37719,40
37720,33
37721,24
37722,36
37723,23
37724,40
37725,50
37726,37
37727,55
37728,28
37729,61
37730,61
37731,41
37732,61
37733,40
37734,60
37735,57
37736,35
37737,46
37738,41
37739,32
37740,48
37741,45
37742,45
37743,37
37744,48
37745,41
37746,43
37747,38
37748,64
37749,59
37750,48
37751,56
37752,58
37753,42
37754,45
37755,32
37756,29
37757,27
37758,51
37759,38
37760,65
37761,23
37762,51
37763,60
37764,63
37765,28
37766,29
37767,40
37768,47
37769,64
37770,51
37771,62
37772,43
37773,31
37774,25
37775,44
37776,26
37777,53
37778,65
37779,25
37780,27
37781,48
37782,65
37783,39
37784,44
37785,30
37786,32
37787,62
37788,28
37789,29
37790,49
37791,58
37792,49
37793,56
37794,60
37795,27
37796,35
37797,35
37798,33
37799,47
37800,36
37801,45
37802,48
37803,45
37804,35
37805,44
37806,47
37807,26
37808,45
37809,27
37810,50
37811,35
37812,63
37813,27
37814,26
37815,52
37816,32
37817,34
37818,30
37819,27
37820,27
37821,25
37822,25
37823,63
37824,54
37825,64
37826,38
37827,64
37828,32
37829,42
37830,31
37831,64
37832,25
37833,47
37834,53
37835,27
37836,28
37837,31
37838,44
37839,28
37840,45
37841,26
37842,33
37843,40
37844,43
37845,36
37846,44
37847,51
37848,40
37849,45
37850,31
37851,52
37852,45
37853,49
37854,47
37855,29
37856,40
37857,44
37858,24
37859,65
37860,44
37861,33
37862,62
37863,37
37864,43
37865,55
37866,36
37867,44
37868,50
37869,38
37870,46
37871,60
37872,56
37873,63
37874,56
37875,33
37876,37
37877,34
37878,53
37879,55
37880,59
37881,44
37882,56
37883,51
37884,52
37885,35
37886,64
37887,51
37888,43
37889,37
37890,29
37891,30
37892,25
37893,25
37894,54
37895,53
37896,41
37897,43
37898,30
37899,60
37900,38
37901,61
37902,54
37903,43
37904,36
37905,36
37906,44
37907,50
37908,36
37909,32
37910,52
37911,26
37912,31
37913,44
37914,47
37915,59
37916,40
37917,36
37918,44
37919,41
37920,35
37921,42
37922,44
37923,47
37924,60
37925,65
37926,23
37927,49
37928,51
37929,51
37930,60
37931,34
37932,38
37933,45
37934,61
37935,55
37936,35
37937,57
37938,43
37939,40
37940,64
37941,58
37942,27
37943,56
37944,33
37945,57
37946,33
37947,37
37948,51
37949,41
37950,31
37951,49
37952,38
37953,56
37954,62
37955,35
37956,41
37957,43
37958,63
37959,61
37960,43
37961,47
37962,60
37963,52
37964,42
37965,46
37966,44
37967,41
37968,40
37969,37
37970,63
37971,60
37972,34
37973,49
37974,62
37975,28
37976,63
37977,31
37978,31
37979,33
37980,51
37981,40
37982,49
37983,52
37984,36
37985,58
37986,44
37987,44
37988,51
37989,49
37990,67
37991,43
37992,40
37993,29
37994,36
37995,54
37996,59
37997,49
37998,47
37999,52
38000,26
38001,28
38002,40
38003,44
38004,40
38005,40
38006,38
38007,40
38008,37
38009,40
38010,43
38011,33
38012,40
38013,60
38014,30
38015,44
38016,41
38017,34
38018,63
38019,45
38020,59
38021,49
38022,57
38023,32
38024,34
38025,56
38026,64
38027,24
38028,29
38029,45
38030,32
38031,30
38032,30
38033,37
38034,25
38035,59
38036,40
38037,49
38038,65
38039,33
38040,48
38041,41
38042,60
38043,32
38044,41
38045,56
38046,31
38047,54
38048,32
38049,33
38050,46
38051,51
38052,41
38053,62
38054,40
38055,60
38056,28
38057,36
38058,25
38059,36
38060,29
38061,60
38062,24
38063,42
38064,55
38065,59
38066,28
38067,35
38068,33
38069,55
38070,38
38071,43
38072,40
38073,56
38074,42
38075,42
38076,23
38077,29
38078,38
38079,43
38080,38
38081,67
38082,35
38083,65
38084,24
38085,55
38086,32
38087,32
38088,59
38089,28
38090,61
38091,45
38092,56
38093,34
38094,34
38095,25
38096,62
38097,64
38098,48
38099,49
38100,48
38101,55
38102,45
38103,66
38104,36
38105,34
38106,44
38107,32
38108,62
38109,38
38110,27
38111,24
38112,48
38113,22
38114,31
38115,27
38116,28
38117,61
38118,37
38119,31
38120,43
38121,51
38122,40
38123,35
38124,29
38125,54
38126,60
38127,37
38128,23
38129,39
38130,27
38131,31
38132,42
38133,46
38134,28
38135,54
38136,59
38137,24
38138,39
38139,62
38140,41
38141,41
38142,23
38143,30
38144,38
38145,44
38146,33
38147,25
38148,47
38149,54
38150,40
38151,37
38152,35
38153,55
38154,59
38155,49
38156,58
38157,53
38158,53
38159,62
38160,59
38161,40
38162,64
38163,57
38164,58
38165,54
38166,57
38167,52
38168,37
38169,55
38170,47
38171,52
38172,30
38173,40
38174,61
38175,57
38176,66
38177,32
38178,24
38179,24
38180,30
38181,36
38182,47
38183,37
38184,26
38185,30
38186,56
38187,33
38188,59
38189,25
38190,45
38191,33
38192,43
38193,33
38194,29
38195,52
38196,37
38197,25
38198,54
38199,26
38200,51
38201,39
38202,48
38203,23
38204,45
38205,24
38206,47
38207,29
38208,25
38209,27
38210,62
38211,44
38212,29
38213,29
38214,31
38215,43
38216,35
38217,29
38218,44
38219,30
38220,52
38221,43
38222,52
38223,49
38224,27
38225,37
38226,41
38227,68
38228,32
38229,43
38230,47
38231,61
38232,28
38233,32
38234,41
38235,30
38236,49
38237,53
38238,31
38239,32
38240,53
38241,60
38242,28
38243,28
38244,61
38245,36
38246,41
38247,23
38248,26
38249,62
38250,35
38251,35
38252,54
38253,42
38254,62
38255,62
38256,32
38257,27
38258,53
38259,38
38260,36
38261,27
38262,33
38263,57
38264,35
38265,40
38266,35
38267,28
38268,44
38269,37
38270,32
38271,44
38272,46
38273,47
38274,61
38275,28
38276,36
38277,55
38278,46
38279,32
38280,38
38281,41
38282,37
38283,30
38284,33
38285,45
38286,35
38287,39
38288,42
38289,41
38290,39
38291,41
38292,23
38293,52
38294,30
38295,66
38296,62
38297,62
38298,28
38299,38
38300,55
38301,44
38302,57
38303,65
38304,28
38305,34
38306,55
38307,32
38308,43
38309,57
38310,61
38311,40
38312,36
38313,64
38314,45
38315,50
38316,21
38317,31
38318,52
38319,49
38320,29
38321,48
38322,53
38323,55
38324,28
38325,34
38326,55
38327,24
38328,39
38329,60
38330,31
38331,65
38332,63
38333,33
38334,37
38335,40
38336,43
38337,31
38338,47
38339,46
38340,51
38341,40
38342,60
38343,57
38344,56
38345,28
38346,61
38347,50
38348,53
38349,58
38350,58
38351,41
38352,35
38353,58
38354,36
38355,24
38356,55
38357,50
38358,39
38359,53
38360,46
38361,57
38362,45
38363,51
38364,49
38365,57
38366,51
38367,53
38368,31
38369,33
38370,58
38371,40
38372,54
38373,40
38374,47
38375,41
38376,39
38377,65
38378,65
38379,43
38380,25
38381,37
38382,36
38383,52
38384,33
38385,55
38386,54
38387,39
38388,56
38389,23
38390,68
38391,41
38392,34
38393,36
38394,26
38395,43
38396,61
38397,46
38398,34
38399,43
38400,55
38401,41
38402,27
38403,44
38404,28
38405,42
38406,45
38407,32
38408,35
38409,53
38410,34
38411,40
38412,33
38413,34
38414,48
38415,44
38416,36
38417,45
38418,35
38419,36
38420,55
38421,33
38422,51
38423,40
38424,50
38425,27
38426,42
38427,26
38428,56
38429,60
38430,61
38431,64
38432,35
38433,36
38434,63
38435,55
38436,45
38437,33
38438,61
38439,28
38440,30
38441,56
38442,51
38443,40
38444,29
38445,39
38446,64
38447,32
38448,59
38449,41
38450,49
38451,37
38452,39
38453,30
